"task","code","generated"
"15ca1e03-d60e-41ae-bf1a-b902059fb037","
n = int(input())
a = list(map(int, input().split()))
unique_deeds = set(a)
unique_deeds.discard(0)
print(len(unique_deeds))
","0.944"
"15ca1e03-d60e-41ae-bf1a-b902059fb037","n = int(input())a = list(map(int, input().split()))unique_scores = set(a)valid_scores = [score for score in unique_scores if score > 0]print(len(valid_scores))","0.95"
"15ca1e03-d60e-41ae-bf1a-b902059fb037","
n = int(input())
a = list(map(int, input().split()))
unique_deeds = set(a)
unique_deeds.discard(0)
print(len(unique_deeds))
","0.985"
"27e3a45a-87d9-4afd-8f88-c8b783da4dcf","N = int(input())print(N // 10 + (N % 10 > 0))","0.93"
"27e3a45a-87d9-4afd-8f88-c8b783da4dcf","
N = int(input())
gold_coins = N // 100 + (1 if N % 100 > 0 else 0)
print(gold_coins)
","0.92"
"27e3a45a-87d9-4afd-8f88-c8b783da4dcf","
N = int(input())
coins = N // 10
if N % 10 > 0:
    coins += 1
print(coins)
","0.977"
"a8e815b1-acf9-4281-ab55-793e1595c689","
x1, x2, x3, x4 = map(int, input().split())
a = x4 - x1
b = x4 - x2
c = x4 - x3
product = a * b * c
print(product)
","0.964"
"a8e815b1-acf9-4281-ab55-793e1595c689","x1, x2, x3, x4 = map(int, input().split())a = (x4 - x1)b = (x4 - x2)c = (x4 - x3)print(a * b * c)","0.93"
"a8e815b1-acf9-4281-ab55-793e1595c689","
x1, x2, x3, x4 = map(int, input().split())
a = (x4 - x1)
b = (x4 - x2)
c = (x4 - x3)
print(a * b * c)
","0.919"
"170140b8-81fd-4d56-9f3e-471b54fd0757","
n = int(input())
count = 0
for i in range(n):
    boyar_num = int(input())
    if (i % 2 == 0 and boyar_num != 1) or (i % 2 == 1 and boyar_num != 2):
        count += 1
print(count)
","0.979"
"170140b8-81fd-4d56-9f3e-471b54fd0757","
N = int(input())
wrong_count = 0
for i in range(N):
    shouted_number = int(input())
    expected_number = 1 if i % 2 == 0 else 2
    if shouted_number != expected_number:
        wrong_count += 1
print(wrong_count)
","0.999"
"170140b8-81fd-4d56-9f3e-471b54fd0757","
N = int(input())
wrong_count = 0

for i in range(N):
    shouted_number = int(input())
    expected_number = 1 if i % 2 == 0 else 2
    if shouted_number != expected_number:
        wrong_count += 1

print(wrong_count)
","0.984"
"64651a5b-ea7b-4ba7-935a-9e1f4d550db9","
p, b, tp, tb = map(int, input().split())
wait_time = p * tp + b * tb
print(wait_time)
","0.907"
"64651a5b-ea7b-4ba7-935a-9e1f4d550db9","
p, b, tp, tb = map(int, input().split())
total_time = p * tp + b * tb
print(total_time)
","0.963"
"64651a5b-ea7b-4ba7-935a-9e1f4d550db9","
p, b, tp, tb = map(int, input().split())
wait_time = p * tp + b * tb
print(wait_time)
","0.943"
"6f12afe1-01f7-4104-876c-c2eb5123751d","
def adjacent_cells(n):
    row = (n - 1) // 8
    col = (n - 1) % 8
    neighbors = []
    
    if row > 0:
        neighbors.append(n - 8)  # above
    if row < 7:
        neighbors.append(n + 8)  # below
    if col > 0:
        neighbors.append(n - 1)  # left
    if col < 7:
        neighbors.append(n + 1)  # right
    
    neighbors.sort()
    return ' '.join(map(str, neighbors))

n = int(input())
print(adjacent_cells(n))
","0.969"
"6f12afe1-01f7-4104-876c-c2eb5123751d","def adjacent_cells(n):result = []if n > 8:result.append(n - 8)if n < 57:result.append(n + 8)if n % 8 != 1:result.append(n - 1)if n % 8 != 0:result.append(n + 1)result.sort()print("" "".join(map(str, result)))n = int(input())adjacent_cells(n)","0.968"
"6f12afe1-01f7-4104-876c-c2eb5123751d","
def adjacent_cells(n):
    neighbors = []
    if n > 8:
        neighbors.append(n - 8)
    if n < 57:
        neighbors.append(n + 8)
    if n % 8 != 1:
        neighbors.append(n - 1)
    if n % 8 != 0:
        neighbors.append(n + 1)
    return sorted(neighbors)

n = int(input())
result = adjacent_cells(n)
print("" "".join(map(str, result)))
","0.944"
"13be4a8c-6e1a-4e47-9bb4-4718777ae867","
X = int(input())
A = int(input())
B = int(input())

max_amount = max(3 * X, A + 2 * B)
print(max_amount)
","0.925"
"13be4a8c-6e1a-4e47-9bb4-4718777ae867","x = int(input())
a = int(input())
b = int(input())

total_salary = a + (b - a) * 12
max_spend = total_salary // 3

print(max_spend)
#####","0.929"
"13be4a8c-6e1a-4e47-9bb4-4718777ae867","
X = int(input())
A = int(input())
B = int(input())

fisherman_income = 3 * X
storyteller_income = A + 2 * B

max_amount = max(fisherman_income, storyteller_income)
print(max_amount)
","0.99"
"5e7b7702-01f1-4717-a1b4-0cd9af8cabdd","
n = int(input())
x = 0
for _ in range(n):
    operation = input().strip()
    if ""++"" in operation:
        x += 1
    else:
        x -= 1
print(x)
","0.987"
"5e7b7702-01f1-4717-a1b4-0cd9af8cabdd","
n = int(input())
x = 0
for _ in range(n):
    operation = input().strip()
    if '++' in operation:
        x += 1
    elif '--' in operation:
        x -= 1
print(x)
","0.986"
"5e7b7702-01f1-4717-a1b4-0cd9af8cabdd","
n = int(input())
x = 0
for _ in range(n):
    operation = input().strip()
    if '++' in operation:
        x += 1
    elif '--' in operation:
        x -= 1
print(x)
","0.958"
"71fdbf7e-8eb6-42ec-8fd1-6d792ca9202d","
A, B, C, V, N = map(int, input().split())
Vi = list(map(int, input().split()))

total_volume = V + sum(Vi)
pool_volume = A * B * C

overflow_volume = max(0, total_volume - pool_volume)
print(overflow_volume)
","0.926"
"71fdbf7e-8eb6-42ec-8fd1-6d792ca9202d","a, b, c, v, n = map(int, input().split())
objects = list(map(int, input().split()))

water = v
for obj in objects:
    if water - obj >= 0:
        water -= obj
    else:
        water = max(0, water - obj)

print(water)","0.92"
"71fdbf7e-8eb6-42ec-8fd1-6d792ca9202d","
A, B, C, V, N = map(int, input().split())
V_pool = A * B * C
V_objects = sum(map(int, input().split()))

V_total = V + V_objects
if V_total > V_pool:
    print(V_total - V_pool)
else:
    print(0)
","0.986"
"bb52cce8-05b9-4e42-ad95-7b5f4e435d31","a, b = map(int, input().split())years = 0while a <= b:a *= 3b *= 2years += 1print(years)","0.914"
"bb52cce8-05b9-4e42-ad95-7b5f4e435d31","
a, b = map(int, input().split())
years = 0
while a <= b:
    a *= 3
    b *= 2
    years += 1
print(years)
","0.985"
"bb52cce8-05b9-4e42-ad95-7b5f4e435d31","
a, b = map(int, input().split())
years = 0
while a <= b:
    a *= 3
    b *= 2
    years += 1
print(years)
","0.915"
"7330236e-4855-4be2-bef9-6e6766bbd181","
N = int(input())
votes = list(map(int, input().split()))
count = [0] * 101

for vote in votes:
    count[vote] += 1

max_votes = max(count)
if count.count(max_votes) > 1:
    print(0)
else:
    print(count.index(max_votes))
","0.974"
"7330236e-4855-4be2-bef9-6e6766bbd181","N = int(input())votes = list(map(int, input().split()))count = [0] * 101for vote in votes:count[vote] += 1max_votes = max(count)if count.count(max_votes) > 1:print(0)else:print(count.index(max_votes))","0.934"
"7330236e-4855-4be2-bef9-6e6766bbd181","
N = int(input())
votes = list(map(int, input().split()))
count = [0] * 101

for vote in votes:
    count[vote] += 1

max_votes = max(count)
if count.count(max_votes) > 1:
    print(0)
else:
    print(count.index(max_votes))
","0.967"
"31e85273-27d5-4648-8ff3-298be60d690e","
A = int(input())
B = int(input())
C = int(input())

max_crab_cakes = (C - A) // B
print(max_crab_cakes)
","0.934"
"31e85273-27d5-4648-8ff3-298be60d690e","A = int(input())B = int(input())C = int(input())N = (C - A) // Bprint(max(0, N))","0.928"
"31e85273-27d5-4648-8ff3-298be60d690e","
A = int(input())
B = int(input())
C = int(input())
N = (C - A) // B
print(N)
","0.992"
"ef110cdc-5bfe-4426-8a9b-fe4ca7392895","
def print_number_image(n):
    images = {
        '0': [""###"", ""# #"", ""# #"", ""# #"", ""###""],
        '1': [""  #"", ""  #"", ""  #"", ""  #"", ""  #""],
        '2': [""###"", ""  #"", ""###"", ""#  "", ""###""],
        '3': [""###"", ""  #"", ""###"", ""  #"", ""###""],
        '4': [""# #"", ""# #"", ""###"", ""  #"", ""  #""],
        '5': [""###"", ""#  "", ""###"", ""  #"", ""###""],
        '6': [""###"", ""#  "", ""###"", ""# #"", ""###""],
        '7': [""###"", ""  #"", ""  #"", ""  #"", ""  #""],
        '8': [""###"", ""# #"", ""###"", ""# #"", ""###""],
        '9': [""###"", ""# #"", ""###"", ""  #"", ""###""]
    }
    for line in images[n]:
        print(line)

n = input().strip()
print_number_image(n)
","0.993"
"ef110cdc-5bfe-4426-8a9b-fe4ca7392895","def print_number_image(n):images = {'0': [""###"", ""# #"", ""# #"", ""# #"", ""###""],'1': [""  #"", ""  #"", ""  #"", ""  #"", ""  #""],'2': [""###"", ""  #"", ""###"", ""#  "", ""###""],'3': [""###"", ""  #"", ""###"", ""  #"", ""###""],'4': [""# #"", ""# #"", ""###"", ""  #"", ""  #""],'5': [""###"", ""#  "", ""###"", ""  #"", ""###""],'6': [""###"", ""#  "", ""###"", ""# #"", ""###""],'7': [""###"", ""  #"", ""  #"", ""  #"", ""  #""],'8': [""###"", ""# #"", ""###"", ""# #"", ""###""],'9': [""###"", ""# #"", ""###"", ""  #"", ""###""]}for line in images[n]:print(line)n = input().strip()print_number_image(n)","0.96"
"ef110cdc-5bfe-4426-8a9b-fe4ca7392895","
def print_number_image(n):
    images = {
        '0': [""###"", ""# #"", ""# #"", ""# #"", ""###""],
        '1': [""  #"", ""  #"", ""  #"", ""  #"", ""  #""],
        '2': [""###"", ""  #"", ""###"", ""#  "", ""###""],
        '3': [""###"", ""  #"", ""###"", ""  #"", ""###""],
        '4': [""# #"", ""# #"", ""###"", ""  #"", ""  #""],
        '5': [""###"", ""#  "", ""###"", ""  #"", ""###""],
        '6': [""###"", ""#  "", ""###"", ""# #"", ""###""],
        '7': [""###"", ""  #"", ""  #"", ""  #"", ""  #""],
        '8': [""###"", ""# #"", ""###"", ""# #"", ""###""],
        '9': [""###"", ""# #"", ""###"", ""  #"", ""###""]
    }
    for line in images[n]:
        print(line)

n = input().strip()
print_number_image(n)
","0.907"
"6a5a3a27-897e-4d43-8eba-5774b08efba5","
A = int(input())
B = int(input())
C = int(input())

max_coins = max(A, B, C)
total_coins = A + B + C
target = max_coins * 3

needed_coins = target - total_coins
seconds = needed_coins // 2

if needed_coins % 2 != 0:
    seconds += 1

print(seconds)
","0.974"
"6a5a3a27-897e-4d43-8eba-5774b08efba5","
A = int(input())
B = int(input())
C = int(input())

max_coins = max(A, B, C)
total_coins = A + B + C
target = max_coins * 3

needed_coins = target - total_coins
seconds = needed_coins // 2

if needed_coins % 2 != 0:
    seconds += 1

print(seconds)
","0.922"
"6a5a3a27-897e-4d43-8eba-5774b08efba5","
A = int(input())
B = int(input())
C = int(input())

max_coins = max(A, B, C)
total_coins = A + B + C
target = max_coins * 3

needed_coins = target - total_coins
seconds = needed_coins // 2

if needed_coins % 2 != 0:
    seconds += 1

print(seconds)
","0.913"
"d545163d-9cf7-4877-9ec9-53b8c4b1b499","X, N, T = map(int, input().split())if X >= N:print(N)else:time_left = 300 - 60burgers_eaten = Xtime_needed = (N - X) * Tif time_needed <= time_left:burgers_eaten = Nelse:burgers_eaten += time_left // Tprint(burgers_eaten)","0.905"
"d545163d-9cf7-4877-9ec9-53b8c4b1b499","
def calculate_kraxburgers(input_string):
    X, N, T = map(int, input_string.split())
    total_time = 300  # 5 minutes in seconds
    time_spent = T * (X - 1)  # time spent on Kraxburgers after the first minute
    if time_spent < total_time - 60:
        return min(N, X + (total_time - 60 - time_spent) // T)
    return min(N, X)

# Example usage
print(calculate_kraxburgers(""7 12 45""))  # Output: 12
print(calculate_kraxburgers(""3 10 60""))  # Output: 7
","0.973"
"d545163d-9cf7-4877-9ec9-53b8c4b1b499","
X, N, T = map(int, input().split())

if X >= N:
    print(N)
else:
    time_left = 300 - 60
    additional_burgers = time_left // T
    total_burgers = X + additional_burgers
    print(min(total_burgers, N))
","0.983"
"bcf28659-36f2-4add-99d1-7b600b104c71","
x, y, z = map(int, input().split())

if x > y + z or y > x + z:
    print('+' if x > y else '-')
elif x + z == y + z:
    print('0')
else:
    print('?')
","0.967"
"bcf28659-36f2-4add-99d1-7b600b104c71","
x, y, z = map(int, input().split())
if x + z > y:
    print(""+"")
elif y + z > x:
    print(""-"")
elif x == y:
    if z > 0:
        print(""?"")
    else:
        print(""0"")
else:
    print(""?"")
","0.945"
"bcf28659-36f2-4add-99d1-7b600b104c71","
x, y, z = map(int, input().split())

if x + z > y:
    if x + z - y > 0:
        print(""+"")
    else:
        print(""?"")
elif y + z > x:
    if y + z - x > 0:
        print(""-"")
    else:
        print(""?"")
else:
    if x + z == y + z:
        print(""0"")
    else:
        print(""?"")
","0.995"
"d0c2eebb-d0a4-4fc8-9a98-9d5781c4d2d7","
A, B = map(int, input().split())
total_hours = 0

while A > 0:
    total_hours += A
    extinguished = A
    A = extinguished // B
    if extinguished % B != 0:
        A += 1

print(total_hours)
","0.946"
"d0c2eebb-d0a4-4fc8-9a98-9d5781c4d2d7","A, B = map(int, input().split())total_hours = Aextinguished_candles = Awhile extinguished_candles >= B:new_candles = extinguished_candles // Btotal_hours += new_candlesextinguished_candles = extinguished_candles % B + new_candlesprint(total_hours)","0.984"
"d0c2eebb-d0a4-4fc8-9a98-9d5781c4d2d7","
A, B = map(int, input().split())
total_hours = 0

while A > 0:
    total_hours += A
    A, B = A // B, A % B

print(total_hours)
","0.98"
"6723979a-b30c-4944-b9fd-970aabedbea3","
p, a, b, c = map(int, input().split())
x = a - p % a if p % a != 0 else 0
y = b - p % b if p % b != 0 else 0
z = c - p % c if p % c != 0 else 0
print(min(x, y, z))
","0.954"
"6723979a-b30c-4944-b9fd-970aabedbea3","
p, a, b, c = map(int, input().split())
next_harry = ((p // a) + 1) * a
next_snelly = ((p // b) + 1) * b
next_mary = ((p // c) + 1) * c
result = min(next_harry, next_snelly, next_mary) - p
print(result)
","0.927"
"6723979a-b30c-4944-b9fd-970aabedbea3","
p, a, b, c = map(int, input().split())

def next_finish_time(p, t):
    if p % t == 0:
        return 0
    return t - (p % t)

result = min(next_finish_time(p, a), next_finish_time(p, b), next_finish_time(p, c))
print(result)
","0.998"
"94c2e814-50e3-4d66-a2b1-fa52ccfc19ef","N = int(input())D = list(map(int, input().split()))A, B = map(int, input().split())print(sum(D[A-1:B-1]))","0.999"
"94c2e814-50e3-4d66-a2b1-fa52ccfc19ef","
N = int(input())
D = list(map(int, input().split()))
A, B = map(int, input().split())

total_cham = sum(D[A-1:B-1])
print(total_cham)
","0.974"
"94c2e814-50e3-4d66-a2b1-fa52ccfc19ef","
N = int(input())
D = list(map(int, input().split()))
A, B = map(int, input().split())

total_cham = 0
for i in range(A - 1, B - 1):
    total_cham += D[i]

print(total_cham)
","0.935"
"bee15a15-bd8c-4a01-911e-ddf3e5ba6f80","
n, m = map(int, input().split())
base = n // m
extra = n % m
result = [base + 1] * extra + [base] * (m - extra)
result.sort()
print("" "".join(map(str, result)))
","0.902"
"bee15a15-bd8c-4a01-911e-ddf3e5ba6f80","
n, m = map(int, input().split())
base = n // m
extra = n % m
result = [base + 1] * extra + [base] * (m - extra)
result.sort()
print("" "".join(map(str, result)))
","0.999"
"bee15a15-bd8c-4a01-911e-ddf3e5ba6f80","
n, m = map(int, input().split())
base = n // m
extra = n % m
result = [base + 1] * extra + [base] * (m - extra)
result.sort()
print("" "".join(map(str, result)))
","0.99"
"8e83aa88-b80e-4a89-97a6-773e94a0acf3","
5N
 =2 int (input7())
 orders3 =  list4(map 9
(int,3 input
1 ().split25()))
 M11 =
 int(input())
defective = list(map(int, input().split()))

prefix```_sumpython =
 [n0 =] int *(input (())
Na = +  list(map1)
(int,for input i(). insplit range(()))
1m, = N int +(input ())
1q):
 =    list prefix(map_sum(int[i,] input =(). prefixsplit_sum()))

prefix[i_sum -  = [1]0 +] orders *[i n
 - prefix1_sum]

[for q in0 defective]:
 =    a left[0,]
for right i = in  range1(,1 N,
 n   ):
 while    left prefix_sum <[i right]:
 =        prefix mid_sum =[i (-left1 +] right +) a //[i ]

2for
 query        in if q q:
 >    prefix left_sum,[mid right]:
 =             left0 =, mid n + -  11

           else while:
 left            < right right =:
 mid       
 mid    = print ((leftleft)
 +``` right) // 2
        if query <= prefix_sum[mid]:
            right = mid
        else:
            left = mid + 1
    print(left + 1)
","0.978"
