task,code,model
7880445a-3568-4939-8f55-d80530b696c0,"
N, V = map(int, input().split())
adj = [list(map(int, input().split())) for _ in range(N)]
M = int(input())
targets = [int(input()) for _ in range(M)]

dist = [-1] * N
dist[V] = 0
queue = [V]

while queue:
    u = queue.pop(0)
    for v in range(N):
        if adj[u][v] and dist[v] == -1:
            dist[v] = dist[u] + 1
            queue.append(v)

for w in targets:
    if dist[w] != -1:
        path = []
        current = w
        while current != V:
            path.append(current)
            for u in range(N):
                if adj[u][current] and dist[u] == dist[current] - 1:
                    current = u
                    break
        path.append(V)
        path.reverse()
        print(' '.join(map(str, path)))
    else:
        print(-1)
",deepseek-chat
7880445a-3568-4939-8f55-d80530b696c0,"
n, v = map(int, input().split())
v -= 1
matrix = [list(map(int, input().split())) for _ in range(n)]
m = int(input())
targets = [int(input()) - 1 for _ in range(m)]
dist = [-1] * n
dist[v] = 0
queue = [v]
while queue:
    curr = queue.pop(0)
    for i in range(n):
        if matrix[curr][i] == 1 and (dist[i] == -1 or dist[i] > dist[curr] + 1):
            dist[i] = dist[curr] + 1
            queue.append(i)
for t in targets:
    print(dist[t])
",blackboxai-pro
399c561c-44d6-415d-8c3b-3e83018f5f2a,"
n = int(input())
a = [list(map(int, input().split())) for _ in range(n)]
b = [[0]*n for _ in range(n)]

for i in range(n):
    for j in range(n):
        for k in range(n):
            if a[i][k] == 1 and a[k][j] == 1:
                b[i][j] = 1

for i in range(n):
    for j in range(n):
        for k in range(n):
            if a[i][k] == 1 and a[k][j] == 1 and a[i][j] == 1:
                b[i][j] = 2

for i in range(n):
    for j in range(n):
        if b[i][j] == 2:
            b[i][j] = 1

for i in range(n):
    for j in range(n):
        print(b[i][j], end=' ')
    print()
",llama-3.2-3b
399c561c-44d6-415d-8c3b-3e83018f5f2a,"
n = int(input())
matrix = [list(map(int, input().split())) for _ in range(n)]
res = [[0] * n for _ in range(n)]

for i in range(n):
    for j in range(n):
        for k in range(n):
            if matrix[i][j] and matrix[j][k]:
                res[i][k] = 1

for i in range(n):
    for j in range(n):
        if res[i][j]:
            res[i][j] = 1

for row in res:
    print(' '.join(map(str, row)))
",blackboxai
399c561c-44d6-415d-8c3b-3e83018f5f2a,"
n = int(input())
matrix = [list(map(int, input().split())) for _ in range(n)]
res = [[0] * n for _ in range(n)]

for i in range(n):
    for j in range(n):
        for k in range(n):
            if matrix[i][k] == 1 and matrix[k][j] == 1:
                res[i][j] = 1

for i in range(n):
    for j in range(n):
        if matrix[i][j] == 1:
            res[i][j] = 1

for row in res:
    print(' '.join(map(str, row)))
",blackboxai-pro
399c561c-44d6-415d-8c3b-3e83018f5f2a,"
n = int(input())
g = []
for _ in range(n):
    row = list(map(int, input().split()))
    g.append(row)

res = [[0]*n for _ in range(n)]

for i in range(n):
    for j in range(n):
        if i == j:
            continue
        found = False
        for k in range(n):
            if g[i][k] and g[k][j]:
                found = True
                break
        if found:
            res[i][j] = 1

for row in res:
    print(' '.join(map(str, row)))
",deepseek-v3
399c561c-44d6-415d-8c3b-3e83018f5f2a,"
n = int(input())
matrix = [list(map(int, input().split())) for _ in range(n)]
res = [[0]*n for _ in range(n)]

for i in range(n):
    for j in range(n):
        if matrix[i][j] == 1:
            for k in range(n):
                if matrix[j][k] == 1:
                    res[i][k] = 1

for i in range(n):
    for j in range(n):
        if res[i][j] == 1:
            res[i][j] = 1

for row in res:
    print(' '.join(map(str, row)))
",evil
399c561c-44d6-415d-8c3b-3e83018f5f2a,"
n = int(input())
adj = [list(map(int, input().split())) for _ in range(n)]
res = [[0 for _ in range(n)] for _ in range(n)]

for i in range(n):
    for j in range(n):
        if adj[i][j]:
            for k in range(n):
                if adj[j][k] and not adj[i][k] and i != k:
                    res[i][k] = 1

for row in res:
    print(' '.join(map(str, row)))
",deepseek-chat
e403def2-7943-4432-b5dc-a6073bf62a9b,"
n = int(input())
a = [list(map(int, input().split())) for _ in range(n)]
x = [i for i in range(n) if a[i][i] == 1]
y = []
for i in x:
    for j in x:
        if a[j][i] == 1:
            y.append(j)
    if len(y) == 2:
        break
for i in range(n):
    if i in x and a[i][y[0]] == 1 and a[i][y[1]] == 1:
        break
print(' '.join(map(str, range(i, n) + range(0, i))))
",llama-3.2-3b
e403def2-7943-4432-b5dc-a6073bf62a9b,"
n = int(input())
mat = [list(map(int, input().split())) for _ in range(n)]
vis = [0]*n
q = [0]
vis[0] = 1
ans = """"
while q:
    u = q.pop(0)
    ans += str(u) + "" ""
    for v in range(n):
        if mat[u][v] and not vis[v]:
            vis[v] = 1
            q.append(v)
print(ans)
",evil
e403def2-7943-4432-b5dc-a6073bf62a9b,"
n = int(input())
matrix = [input().strip() for _ in range(n)]
visited = [False] * n
queue = []
res = []

for i in range(n):
    if not visited[i]:
        queue.append(i)
        while queue:
            node = queue.pop(0)
            if not visited[node]:
                visited[node] = True
                res.append(str(node))
                for j in range(n):
                    if matrix[node][j] == '1' and not visited[j]:
                        queue.append(j)

print(' '.join(res))
",blackboxai
e403def2-7943-4432-b5dc-a6073bf62a9b,"
n = int(input())
matrix = [input().strip() for _ in range(n)]
visited = [False] * n
queue = []
res = []

for i in range(n):
    if not visited[i]:
        queue.append(i)
        while queue:
            node = queue.pop(0)
            if not visited[node]:
                visited[node] = True
                res.append(str(node))
                for j in range(n):
                    if matrix[node][j] == '1' and not visited[j]:
                        queue.append(j)

print(' '.join(res))
",blackboxai-pro
e403def2-7943-4432-b5dc-a6073bf62a9b,"
n = int(input())
adj = [list(map(int, input().split())) for _ in range(n)]
visited = [False] * n
queue = []
res = []

queue.append(0)
visited[0] = True

while queue:
    v = queue.pop(0)
    res.append(v + 1)
    for i in range(n):
        if adj[v][i] == 1 and not visited[i]:
            visited[i] = True
            queue.append(i)

print(' '.join(map(str, res)))
",deepseek-v3
e403def2-7943-4432-b5dc-a6073bf62a9b,"
n = int(input())
adj = [list(map(int, input().split())) for _ in range(n)]
visited = [False] * n
queue = []
res = []

queue.append(0)
visited[0] = True

while queue:
    v = queue.pop(0)
    res.append(v + 1)
    for i in range(n):
        if adj[v][i] == 1 and not visited[i]:
            queue.append(i)
            visited[i] = True

print(' '.join(map(str, res)))
",deepseek-chat
916cd758-8a73-4909-9ac8-2f0d57f29095,"
n, m = map(int, input().split())
g = [list(map(int, input().split())) for _ in range(n)]

def dfs(i):
    if i == m:
        return [m]
    for j in range(n):
        if g[i][j] == 1 and j not in visited:
            visited.add(j)
            path = dfs(j)
            if path:
                return [i] + path
    return None

visited = set()
path = dfs(m)
print(*path)
",llama-3.2-3b
916cd758-8a73-4909-9ac8-2f0d57f29095,"
n, m = map(int, input().split())
adj = [list(map(int, input().split())) for _ in range(n)]
vis = [False] * n
ans = []

def dfs(v):
    vis[v] = True
    ans.append(v + 1)
    for i in range(n):
        if adj[v][i] and not vis[i]:
            dfs(i)

dfs(m - 1)
print(' '.join(map(str, ans)))
",evil
916cd758-8a73-4909-9ac8-2f0d57f29095,"
n, m = map(int, input().split())
matrix = [list(map(int, input().split())) for _ in range(n)]
visited = [False] * n
stack = [m]

while stack:
    v = stack.pop()
    if not visited[v]:
        visited[v] = True
        print(v, end=' ')
        for i in range(n-1, -1, -1):
            if matrix[v][i] == 1 and not visited[i]:
                stack.append(i)
",blackboxai
916cd758-8a73-4909-9ac8-2f0d57f29095,"
n, m = map(int, input().split())
m -= 1
matrix = [list(map(int, input().split())) for _ in range(n)]
visited = [False] * n
stack = [m]
res = []

while stack:
    v = stack.pop()
    if not visited[v]:
        visited[v] = True
        res.append(v + 1)
        for i in range(n - 1, -1, -1):
            if matrix[v][i] == 1 and not visited[i]:
                stack.append(i)

print(' '.join(map(str, res)))
",blackboxai-pro
916cd758-8a73-4909-9ac8-2f0d57f29095,"
n, m = map(int, input().split())
adj = [list(map(int, input().split())) for _ in range(n)]
visited = [False] * n
stack = [m]
res = []

while stack:
    v = stack.pop()
    if not visited[v]:
        visited[v] = True
        res.append(v)
        for i in range(n-1, -1, -1):
            if adj[v][i] == 1 and not visited[i]:
                stack.append(i)

print(' '.join(map(str, res)))
",deepseek-v3
916cd758-8a73-4909-9ac8-2f0d57f29095,"
n, m = map(int, input().split())
adj = [list(map(int, input().split())) for _ in range(n)]
visited = [False] * n
stack = [m]
res = []

while stack:
    v = stack.pop()
    if not visited[v]:
        visited[v] = True
        res.append(v)
        for i in range(n-1, -1, -1):
            if adj[v][i] and not visited[i]:
                stack.append(i)

print(' '.join(map(str, res)))
",deepseek-chat
1187526d-8b3a-4a9b-8098-bbbf8d9d1423,"
n = int(input())
a = [list(map(int, input().split())) for _ in range(n)]

for i in range(n):
    b = [0] * n
    for j in range(n):
        if a[i][j]:
            b[j] = max(b[j], a[i-1][j] if i > 0 else 0)
    print(b[i], end=' ')
",llama-3.2-3b
1187526d-8b3a-4a9b-8098-bbbf8d9d1423,"
n = int(input())
matrix = [input().strip() for _ in range(n)]
prev = [-1] * n
visited = [False] * n
stack = []

for i in range(n):
    if not visited[i]:
        stack.append(i)
        while stack:
            node = stack.pop()
            if not visited[node]:
                visited[node] = True
                for j in range(n):
                    if matrix[node][j] == '1' and not visited[j]:
                        prev[j] = node
                        stack.append(j)

for i in range(n):
    print(i, prev[i])
",blackboxai
1187526d-8b3a-4a9b-8098-bbbf8d9d1423,"
n = int(input())
adj = [list(map(int, input().split())) for _ in range(n)]
visited = [False] * n
prev = [-1] * n
stack = []

stack.append(0)
visited[0] = True

while stack:
    v = stack.pop()
    for u in range(n):
        if adj[v][u] == 1 and not visited[u]:
            visited[u] = True
            prev[u] = v
            stack.append(u)

for i in range(n):
    print(i, prev[i])
",deepseek-chat
1187526d-8b3a-4a9b-8098-bbbf8d9d1423,"
n = int(input())
adj = [list(map(int, input().split())) for _ in range(n)]
visited = [False] * n
prev = [-1] * n
stack = []

stack.append(0)
visited[0] = True

while stack:
    v = stack.pop()
    for u in range(n):
        if adj[v][u] == 1 and not visited[u]:
            visited[u] = True
            prev[u] = v
            stack.append(u)

for i in range(n):
    print(i, prev[i])
",deepseek-v3
1187526d-8b3a-4a9b-8098-bbbf8d9d1423,"
n = int(input())
matrix = [input().strip() for _ in range(n)]
visited = [False] * n
prev = [-1] * n
stack = []

for i in range(n):
    if not visited[i]:
        stack.append(i)
        while stack:
            v = stack.pop()
            if not visited[v]:
                visited[v] = True
                for j in range(n):
                    if matrix[v][j] == '1' and not visited[j]:
                        prev[j] = v
                        stack.append(j)

for i in range(n):
    print(i, prev[i])
",evil
04dd6eca-f83b-4028-a21a-4e09c9333c0a,"
N = int(input())
M = [[0 for _ in range(N)] for _ in range(N)]
for i in range(N):
    row = list(map(int, input().split()))
    for j in range(N):
        M[i][j] = row[j]

V, W = map(int, input().split())
if V == W:
    print(0)
else:
    for k in range(N):
        for i in range(N):
            for j in range(N):
                if M[i][k] + M[k][j] < M[i][j]:
                    M[i][j] = M[i][k] + M[k][j]
    print(M[V-1][W-1] if M[V-1][W-1] != float('inf') else -1)
",llama-3.2-3b
04dd6eca-f83b-4028-a21a-4e09c9333c0a,"
n = int(input())
m = []
for i in range(n):
    m.append(list(map(int, input().split())))
v, w = map(int, input().split())
if v == w:
    print(0)
else:
    d = [float('inf')] * n
    d[v] = 0
    for i in range(n):
        for j in range(n):
            if m[i][j] != 0:
                if d[j] > d[i] + m[i][j]:
                    d[j] = d[i] + m[i][j]
    if d[w] == float('inf'):
        print('NO')
    else:
        print(d[w])
",evil
04dd6eca-f83b-4028-a21a-4e09c9333c0a,"
n = int(input())
matrix = []
for i in range(n):
    row = list(map(int, input().split()))
    matrix.append(row)
v, w = map(int, input().split())
S = 1
visited = [False] * n
dist = [float('inf')] * n
dist[v] = 0
for _ in range(n):
    min_dist = float('inf')
    min_index = -1
    for j in range(n):
        if not visited[j] and dist[j] < min_dist:
            min_dist = dist[j]
            min_index = j
    if min_index == -1:
        break
    visited[min_index] = True
    for k in range(n):
        if matrix[min_index][k] == S and not visited[k]:
            if dist[min_index] + S < dist[k]:
                dist[k] = dist[min_index] + S
if dist[w] == float('inf'):
    print('NO')
else:
    print(dist[w])
",blackboxai-pro
